lat,lon,2,3,4,5,6
40.61152137455337,-73.95039416824221,0,1,1,0,0
40.612525046508665,-73.95481274111293,0,1,1,0,0
40.541135407737606,-74.18830591469624,0,1,2,3,4
40.778894916233135,-73.95125159946573,1,2,0,1,5
40.626136087996805,-73.94175541087431,0,1,1,0,0
40.878738737192265,-73.86684617766578,1,2,0,4,3
40.7019466594192,-73.88090062089849,1,0,3,2,1
40.72634295166253,-73.85310519370785,1,0,3,2,1
40.55676164944889,-74.15527405641379,0,1,2,3,4
40.70786728520622,-73.76771320023059,1,0,3,2,2
40.626136087996805,-73.94175541087431,0,1,1,0,0
40.68098743614094,-73.80940633108645,1,0,3,2,2
40.72044280451212,-73.90679871568335,1,0,1,1,1
40.708878414145865,-73.99855722705524,0,1,1,1,5
40.67407023114603,-73.94583051728789,0,1,1,0,0
40.61152137455337,-73.95039416824221,0,1,1,0,0
40.66315866212477,-73.86693409345021,0,0,3,2,1
40.8677097446367,-73.86853864658009,1,2,0,4,3
40.68492467883407,-73.9741475846067,0,1,1,0,0
40.66736899256702,-73.93794529650128,0,1,1,0,0
40.795148304447196,-73.94324359929192,1,2,0,1,5
40.612173688837736,-73.95475174991557,0,1,1,0,0
40.61152137455337,-73.95039416824221,0,1,1,0,0
40.69673811577188,-73.76144097018195,1,0,3,2,2
40.69199443321462,-73.76110094542425,1,0,3,2,2
40.74610275295634,-73.99644157755095,0,1,1,1,5
40.752667480101785,-73.81473792920083,1,0,3,2,2
40.619147972647546,-73.9855592469217,0,1,1,0,0
40.87077088919521,-73.90256010707871,1,2,0,4,3
40.687336857217446,-73.98791346858329,0,1,1,0,0
40.61152137455337,-73.95039416824221,0,1,1,0,0
40.83070255602266,-73.85457315909093,1,2,0,4,3
40.78169984508626,-73.84127297811486,1,2,0,4,3
40.83321772881213,-73.92866969987314,1,2,0,4,3
40.838299905152624,-73.92702351739874,1,2,0,4,3
40.66743282081648,-73.85819138926124,0,0,3,2,1
