X,Y,Z
0.0,0.3529572484731598,0.0
0.043478260869565216,0.5864609450337512,0.0
0.08695652173913043,0.4818836387013822,1.0
0.13043478260869565,0.5421054323368691,0.0
0.17391304347826086,0.4751237544198007,0.0
0.21739130434782608,0.42124718739954997,0.0
0.2608695652173913,0.3309996785599485,0.0
0.30434782608695654,0.22806493089038893,0.0
0.34782608695652173,0.1361555769848923,1.0
0.391304347826087,0.1027611700417872,0.0
0.43478260869565216,0.07692060430729665,2.0
0.4782608695652174,0.12092574734811953,0.0
0.5217391304347826,0.13856637737062033,2.0
0.5652173913043478,0.1988235294117647,0.0
0.6086956521739131,0.17773706203792994,1.0
0.6521739130434783,0.2135647701703632,1.0
0.6956521739130435,0.24285760205721632,1.0
0.7391304347826086,0.2858759241401479,0.0
0.782608695652174,0.2745708775313404,2.0
0.8260869565217391,0.2637769206043073,3.0
0.8695652173913043,0.25806171648987464,0.0
0.9130434782608695,0.24866280938604948,1.0
0.9565217391304348,0.29976534876245575,4.0
1.0,0.308604950176792,0.0
0.0,0.2894278367084539,1.0
0.043478260869565216,0.3605785920925747,0.0
0.08695652173913043,0.3712954034072645,0.0
0.13043478260869565,0.3503407264545162,0.0
0.17391304347826086,0.37159434265509483,0.0
0.21739130434782608,0.3436001285760205,0.0
0.2608695652173913,0.3004114432658309,0.0
0.30434782608695654,0.2468884603021536,1.0
0.34782608695652173,0.2514496946319511,0.0
0.391304347826087,0.21099646415943427,1.0
0.43478260869565216,0.23927354548376725,2.0
0.4782608695652174,0.17269045323047247,0.0
0.5217391304347826,0.23386049501767917,1.0
0.5652173913043478,0.2447058823529412,1.0
0.6086956521739131,0.25773706203792995,0.0
0.6521739130434783,0.24885888781742205,1.0
0.6956521739130435,0.2652105432336869,0.0
0.7391304347826086,0.2976406300225008,0.0
0.782608695652174,0.3133944069431051,2.0
0.8260869565217391,0.270835744133719,2.0
0.8695652173913043,0.31453230472516874,1.0
0.9130434782608695,0.3180745740919319,1.0
0.9565217391304348,0.3138829958212793,1.0
1.0,0.3874284795885567,0.0
0.0,0.3670748955319833,0.0
0.043478260869565216,0.41234329797492764,0.0
0.08695652173913043,0.4183542269366763,0.0
0.13043478260869565,0.4126936676309868,1.0
0.17391304347826086,0.416300225008036,1.0
0.21739130434782608,0.3577177756348441,0.0
0.2608695652173913,0.3145290903246544,0.0
0.30434782608695654,0.23630022500803596,0.0
0.34782608695652173,0.20556734169077465,5.0
0.391304347826087,0.1992317582770813,0.0
0.43478260869565216,0.17456766313082606,1.0
0.4782608695652174,0.2079845708775313,2.0
0.5217391304347826,0.22327225972356152,1.0
0.5652173913043478,0.24,3.0
0.6086956521739131,0.2847958855673417,3.0
0.6521739130434783,0.30297653487624554,3.0
0.6956521739130435,0.2652105432336869,3.0
0.7391304347826086,0.30587592414014786,0.0
0.782608695652174,0.32398264223722273,0.0
0.8260869565217391,0.2978945676631308,0.0
0.8695652173913043,0.3192381870781099,0.0
0.9130434782608695,0.29807457409193183,0.0
0.9565217391304348,0.312706525233044,1.0
1.0,0.32507553841208614,1.0
0.0,0.27648666023786567,0.0
0.043478260869565216,0.31704918032786883,0.0
0.08695652173913043,0.33835422693667633,0.0
0.13043478260869565,0.36092896174863387,0.0
0.17391304347826086,0.3386531661845066,0.0
0.21739130434782608,0.3883060109289617,1.0
0.2608695652173913,0.38511732561877204,2.0
0.30434782608695654,0.45159434265509485,6.0
0.34782608695652173,0.3596849887495982,3.0
0.391304347826087,0.4839376406300225,1.0
0.43478260869565216,0.546332369013179,2.0
0.4782608695652174,0.4679845708775313,0.0
0.5217391304347826,0.5079781420765027,11.0
0.5652173913043478,0.5552941176470588,13.0
0.6086956521739131,0.5000900032144006,9.0
0.6521739130434783,0.5065059466409515,10.0
0.6956521739130435,0.513445837351334,5.0
0.7391304347826086,0.4835229829636773,2.0
0.782608695652174,0.5510414657666345,3.0
0.8260869565217391,0.614365155898425,6.0
0.8695652173913043,0.6215911282545804,3.0
0.9130434782608695,0.5357216329154613,3.0
0.9565217391304348,0.49976534876245576,1.0
1.0,0.5309578913532625,1.0
0.0,0.3647219543555127,0.0
0.043478260869565216,0.40057859209257474,1.0
0.08695652173913043,0.38776599164255865,0.0
0.13043478260869565,0.39034072645451623,0.0
0.17391304347826086,0.3974766955962713,0.0
0.21739130434782608,0.42948248151719703,0.0
0.2608695652173913,0.6427643844423014,0.0
0.30434782608695654,0.7821825779492123,3.0
0.34782608695652173,0.7608614593378334,4.0
0.391304347826087,0.9757023465123754,6.0
0.43478260869565216,0.8251558984249437,7.0
0.4782608695652174,0.778572806171649,10.0
0.5217391304347826,0.697389906782385,8.0
0.5652173913043478,1.0,6.0
0.6086956521739131,0.6577370620379299,2.0
0.6521739130434783,0.7888588878174221,4.0
0.6956521739130435,0.5663870138219222,3.0
0.7391304347826086,0.6129347476695597,6.0
0.782608695652174,0.6428061716489875,4.0
0.8260869565217391,0.642600450016072,3.0
0.8695652173913043,0.5462970106075217,1.0
0.9130434782608695,0.5416039858566377,6.0
0.9565217391304348,0.4280006428801028,3.0
1.0,0.40272259723561554,1.0
0.0,0.35413371906139507,0.0
0.043478260869565216,0.32999035679845706,0.0
0.08695652173913043,0.37364834458373514,1.0
0.13043478260869565,0.36563484410157504,1.0
0.17391304347826086,0.3727708132433301,1.0
0.21739130434782608,0.4306589521054323,0.0
0.2608695652173913,0.42982320797171325,0.0
0.30434782608695654,0.4292414014786242,3.0
0.34782608695652173,0.5455673416907747,4.0
0.391304347826087,0.5521729347476696,4.0
0.43478260869565216,0.5922147219543554,11.0
0.4782608695652174,0.5609257473481195,18.0
0.5217391304347826,0.47856637737062035,12.0
0.5652173913043478,0.528235294117647,15.0
0.6086956521739131,0.405972356155577,7.0
0.6521739130434783,0.4947412407585985,3.0
0.6956521739130435,0.4993281902925104,0.0
0.7391304347826086,0.4446994535519126,2.0
0.782608695652174,0.4828061716489875,3.0
0.8260869565217391,0.44142397942783673,7.0
0.8695652173913043,0.49100289296046284,0.0
0.9130434782608695,0.3968981035036966,0.0
0.9565217391304348,0.34447123111539696,0.0
1.0,0.3097814207650273,0.0
0.0,0.27648666023786567,0.0
0.043478260869565216,0.293519768563163,0.0
0.08695652173913043,0.33482481517197044,1.0
0.13043478260869565,0.3326936676309868,0.0
