lat,lon,2,3,4,5,6
40.63775854553295,-74.00118541600322,1,1,1,1,1
40.60059671149098,-74.00481824870285,1,1,1,1,1
40.662519270686566,-73.91670171181525,1,1,1,1,0
40.80385663448375,-73.95401100756528,0,2,0,4,5
40.680170350819026,-73.74842707983379,0,0,3,0,4
40.50127930227959,-74.24042187057385,1,1,2,3,3
40.747420328856705,-73.87685300997468,0,0,3,0,0
40.638936226331154,-73.97562467812924,1,1,1,1,1
40.747420328856705,-73.87685300997468,0,0,3,0,0
40.829191475227375,-73.9027185612542,0,2,0,2,2
40.59412276435495,-73.97958023956112,1,1,1,1,1
40.76173442377646,-73.76692972030422,0,0,3,0,4
40.62030992633245,-74.00026655882402,1,1,1,1,1
40.638936226331154,-73.97562467812924,1,1,1,1,1
40.59367977732367,-74.18465533302418,1,1,2,3,3
40.77442086598845,-73.87729410513894,0,2,0,2,0
40.62054871136993,-74.00167140184891,1,1,1,1,1
40.830569623716286,-73.94465156921731,0,2,0,2,2
40.758598852918944,-73.80801112392288,0,0,3,0,4
40.7708563507141,-73.91116882028759,0,2,0,4,5
40.606020655371275,-73.97546022840841,1,1,1,1,1
40.60917529056423,-73.97991778225222,1,1,1,1,1
40.69665041856304,-73.85554715048829,0,0,3,0,0
40.72684289907417,-73.89043512179377,0,0,3,4,0
40.725496773890384,-73.74063619982904,0,0,3,0,4
40.758598852918944,-73.80801112392288,0,0,3,0,4
40.61465820419222,-73.93810595405932,1,1,1,1,1
40.60751613680933,-73.94906460535533,1,1,1,1,1
40.75709671161535,-73.90737909985856,0,2,0,4,0
40.69977132294522,-73.91667319952816,0,0,1,4,0
40.67934177369411,-73.91267877587822,0,0,1,4,0
40.74940651494453,-73.90147082048794,0,2,0,4,0
40.823909855536314,-73.94242778379234,0,2,0,2,2
40.69775800474252,-73.88900071667233,0,0,3,0,0
40.81478290901932,-73.86332894791036,0,2,0,2,2
40.63767780463541,-74.01624990801322,1,1,1,1,1
40.69157935744528,-73.85222979742484,0,0,3,0,0
40.70039308366684,-73.91489443024892,0,0,1,4,0
40.76134403343609,-73.8219514071289,0,0,3,0,4
40.628790976601444,-73.90556852513637,1,1,1,1,1
40.69446737118752,-73.86610710264259,0,0,3,0,0
40.695233877262176,-73.96344400831192,1,1,1,4,5
40.71281938515544,-73.95511267791647,1,1,1,4,5
40.71876410499562,-73.98522020615552,1,1,1,4,5
40.64091772441497,-73.99581661659839,1,1,1,1,1
40.63249087439615,-74.15519085280086,1,1,2,3,3
40.60751613680933,-73.94906460535533,1,1,1,1,1
40.68237131568115,-73.8289442200403,0,0,3,0,4
40.655434533867364,-73.82928719576125,0,0,3,0,4
40.587828246307836,-73.94433070099656,1,1,1,1,1
40.799961590109206,-73.94697416729262,0,2,0,4,5
40.71613545748383,-73.99483070314847,1,1,1,4,5
40.666448023233286,-73.7309421945843,0,0,3,0,4
40.73952549828759,-73.81129938974755,0,0,3,0,4
40.615549093136586,-73.96030717784859,1,1,1,1,1
40.847255309595425,-73.82818046269905,0,2,0,2,2
40.729632668555666,-73.89758892271489,0,0,3,4,0
40.876936210377984,-73.84137468591878,0,2,0,2,2
40.63116960302152,-74.01831268904014,1,1,1,1,1
40.62742935893067,-74.02754494881975,1,1,1,1,1
40.61308780067872,-73.93254989821395,1,1,1,1,1
40.60751613680933,-73.94906460535533,1,1,1,1,1
40.62516144487371,-74.01710423380669,1,1,1,1,1
40.7390346818962,-73.77773381681806,0,0,3,0,4
40.64342912028671,-74.00604289235064,1,1,1,1,1
40.60751613680933,-73.94906460535533,1,1,1,1,1
40.70997869814744,-73.9907083888494,1,1,1,4,5
40.72357843536252,-73.86855238237332,0,0,3,0,0
40.59367977732367,-74.18465533302418,1,1,2,3,3
40.71189373123082,-73.94140994295128,0,1,1,4,5
40.553662776002774,-74.13342000882268,1,1,2,3,3
40.752354209414435,-73.78308166586464,0,0,3,0,4
40.69510771041427,-73.94333957996568,1,1,1,4,5
40.5482442927062,-74.1966091658072,1,1,2,3,3
40.72367013428897,-73.94418836785779,0,2,1,4,5
40.702076599950594,-73.87916562967763,0,0,3,0,0
40.6779072306767,-73.87505255607091,0,0,3,0,0
40.823909855536314,-73.94242778379234,0,2,0,2,2
40.76139645225346,-73.99566826833663,1,2,0,4,5
40.68385805742146,-73.95901538189376,1,1,1,4,1
40.54806525737971,-74.2108829422226,1,1,2,3,3
40.63586649568826,-74.02894278704777,1,1,1,1,1
40.85091187438151,-73.94154412912084,0,2,0,2,2
40.67271617460066,-73.92065805753457,1,0,1,1,0
40.73952549828759,-73.81129938974755,0,0,3,0,4
40.69684456893761,-73.85280595222729,0,0,3,0,0
40.64309329146642,-73.91149025468805,1,1,1,1,1
40.68394780773309,-73.9247658778622,1,0,1,4,0
40.759016295971406,-73.82006256051662,0,0,3,0,4
40.89848045043015,-73.89842840550644,0,2,0,2,2
40.7197192177022,-73.98473297927016,1,1,1,4,5
40.87649770316782,-73.88065304850419,0,2,0,2,2
40.74762067552447,-73.95650396930826,0,2,0,4,5
40.553662776002774,-74.13342000882268,1,1,2,3,3
40.62259942488387,-73.93412888766989,1,1,1,1,1
40.84058097396129,-73.93667782116982,0,2,0,2,2
40.59412276435495,-73.97958023956112,1,1,1,1,1
40.82340610637195,-73.95114672858665,0,2,0,2,2
40.75695688757568,-73.83035893074272,0,0,3,0,4
