lat,lon,2,3,4,5,6
40.67910952008634,-73.94005790714336,0,1,1,0,5
40.896395792492356,-73.89680027435357,1,0,0,1,3
40.72257191408727,-73.87170026232229,0,2,2,2,2
40.84589511813115,-73.93252347409297,1,0,0,1,1
40.879978740051,-73.87616992178594,1,0,0,1,3
40.75108909651283,-73.86853058115146,1,2,2,2,2
40.63606492388788,-73.89630573042852,0,1,1,0,0
40.72987416324316,-73.95224359886969,0,1,1,3,5
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.677368165326705,-73.97347273095077,0,1,1,0,5
40.787448424954576,-73.8400820238366,1,0,0,1,3
40.666674260725195,-73.92374361688577,0,1,1,0,0
40.737750323290356,-73.95590418542173,0,1,1,3,5
40.716683859882735,-73.95473130301143,0,1,1,3,5
40.73102853853552,-74.0045715023769,0,1,1,3,5
40.63583084691343,-73.98590152326082,0,1,3,0,0
40.666674260725195,-73.92374361688577,0,1,1,0,0
40.72045178217953,-73.96046476274906,0,1,1,3,5
40.72889046320513,-74.00060975462769,0,1,1,3,5
40.8243814014354,-73.87820283203276,1,0,0,1,3
40.82127039726054,-73.89972048984208,1,0,0,1,3
40.84478240554378,-73.85415203317037,1,0,0,1,3
40.70755110891667,-73.96839668724408,0,1,1,0,5
40.66883440348891,-73.94845543554169,0,1,1,0,0
40.84592922366898,-73.91009630432157,1,0,0,1,3
40.74522473305203,-73.94427857787427,0,1,1,3,5
40.67754072918119,-73.79856078421275,0,2,2,2,2
40.707467043396946,-73.8957221617425,0,2,1,0,5
40.81613045265912,-73.88594198876609,1,0,0,1,3
40.69963001917787,-73.92264563004052,0,1,1,0,5
40.629652940909544,-74.00761600327138,0,1,3,0,0
40.827697193673266,-73.83052546308947,1,0,0,1,3
40.834427306739336,-73.94184048438967,1,0,0,1,1
40.84566751269749,-73.91610370963573,1,0,0,1,3
40.68842596829052,-73.93146045215875,0,1,1,0,5
40.7419992001459,-73.85759602286056,1,2,2,2,2
40.83757948662042,-73.91697763394693,1,0,0,1,3
40.863154824278624,-73.92962818220569,1,0,0,1,3
40.78423252918333,-73.94917496892035,1,0,0,3,1
40.68231129449571,-73.81498747254692,0,2,2,2,2
40.779126682242314,-73.94774540304574,1,0,0,3,1
40.75719400092172,-73.90550560776428,1,0,1,3,1
40.68966427375357,-73.83850277971572,0,2,2,2,2
40.68612726397319,-73.86251814306763,0,2,2,2,2
40.738422833038676,-73.859873435939,1,2,2,2,2
40.6857111284317,-73.82490810106657,0,2,2,2,2
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.623949010841265,-74.01081783506336,0,1,3,0,0
40.71868418831798,-73.96055599784779,0,1,1,3,5
40.75926545263436,-73.7662200345285,1,2,2,2,2
40.824407876401054,-73.91002421194618,1,0,0,1,1
40.66704006664458,-73.89658560127295,0,2,1,0,0
40.88502316932608,-73.85690993245417,1,0,0,1,3
40.75645038025083,-73.89025647952307,1,2,0,3,1
40.827602272815824,-73.86697380321384,1,0,0,1,3
40.66377223174456,-73.95299380054631,0,1,1,0,0
40.68842596829052,-73.93146045215875,0,1,1,0,5
40.604340511737085,-73.99316116041123,0,1,3,0,0
40.811655742292835,-73.95063154078338,1,0,0,3,1
40.64062123163766,-74.1067388858643,0,1,3,4,4
40.71271235686723,-73.98927597325894,0,1,1,3,5
40.896395792492356,-73.89680027435357,1,0,0,1,3
40.71215411590668,-73.94628292017205,0,1,1,3,5
40.581308624370116,-73.96296275912128,0,1,3,0,0
40.873205583235745,-73.86697658106199,1,0,0,1,3
40.82495420438222,-73.81902069362663,1,0,0,1,3
40.83757554812452,-73.88939626268355,1,0,0,1,3
40.76263130254668,-73.99082377828904,0,1,1,3,5
40.67386779792993,-73.81982723771877,0,2,2,2,2
40.745728207655894,-73.88621048623587,1,2,2,3,2
40.719955701423515,-73.96262236128253,0,1,1,3,5
40.716604629384705,-73.99171391593737,0,1,1,3,5
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.717367594888344,-73.95547396142275,0,1,1,3,5
40.67298152047514,-73.81312433394402,0,2,2,2,2
40.77926086445701,-73.9470664775964,1,0,0,3,1
40.8815940155832,-73.92163109870701,1,0,0,1,3
40.629652940909544,-74.00761600327138,0,1,3,0,0
40.70408112125158,-73.78405385422116,0,2,2,2,2
40.831394655760384,-73.81639416909317,1,0,0,1,3
40.86669681287989,-73.92734305752496,1,0,0,1,3
40.660819168462886,-73.96121015904247,0,1,1,0,0
40.878974862675285,-73.91668727693269,1,0,0,1,3
40.70905881594053,-73.94800953318133,0,1,1,0,5
40.7104778366638,-73.98657106854841,0,1,1,3,5
40.65705767314999,-73.95101265558183,0,1,1,0,0
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.73200740886107,-73.98409873162669,0,1,1,3,5
40.59004454721114,-73.98298757265259,0,1,3,0,0
40.69528435215681,-73.92575200247197,0,1,1,0,5
40.836683692609235,-73.86624371339788,1,0,0,1,3
40.81663900557193,-73.81811120906305,1,0,0,1,3
40.77287494008182,-73.93328704854554,1,0,0,3,1
40.59670792799608,-73.95090929569977,0,1,3,0,0
40.79862370810118,-73.96550374417566,1,0,0,3,1
40.7306427805327,-73.81088796130646,1,2,2,2,2
40.808352974005636,-73.94281692202091,1,0,0,3,1
40.869908383981524,-73.88678982024024,1,0,0,1,3
40.73332151143353,-73.95921588689447,0,1,1,3,5
40.606988889349566,-74.01128327247297,0,1,3,0,0
40.689704832006264,-73.91852118096368,0,1,1,0,5
40.75108909651283,-73.86853058115146,1,2,2,2,2
40.59034648318576,-73.98304150368205,0,1,3,0,0
40.81282713425973,-73.94923983376826,1,0,0,3,1
40.675651511986466,-73.9110036136785,0,1,1,0,5
