X,Y,Z
0.0,0.3529572484731598,144.0
0.043478260869565216,0.5864609450337512,187.0
0.08695652173913043,0.4818836387013822,129.0
0.13043478260869565,0.5421054323368691,145.0
0.17391304347826086,0.4751237544198007,94.0
0.21739130434782608,0.42124718739954997,62.0
0.2608695652173913,0.3309996785599485,30.0
0.30434782608695654,0.22806493089038893,22.0
0.34782608695652173,0.1361555769848923,18.0
0.391304347826087,0.1027611700417872,10.0
0.43478260869565216,0.07692060430729665,10.0
0.4782608695652174,0.12092574734811953,15.0
0.5217391304347826,0.13856637737062033,15.0
0.5652173913043478,0.1988235294117647,16.0
0.6086956521739131,0.17773706203792994,13.0
0.6521739130434783,0.2135647701703632,21.0
0.6956521739130435,0.24285760205721632,25.0
0.7391304347826086,0.2858759241401479,26.0
0.782608695652174,0.2745708775313404,22.0
0.8260869565217391,0.2637769206043073,32.0
0.8695652173913043,0.25806171648987464,26.0
0.9130434782608695,0.24866280938604948,46.0
0.9565217391304348,0.29976534876245575,68.0
1.0,0.308604950176792,80.0
0.0,0.2894278367084539,64.0
0.043478260869565216,0.3605785920925747,62.0
0.08695652173913043,0.3712954034072645,36.0
0.13043478260869565,0.3503407264545162,16.0
0.17391304347826086,0.37159434265509483,15.0
0.21739130434782608,0.3436001285760205,11.0
0.2608695652173913,0.3004114432658309,5.0
0.30434782608695654,0.2468884603021536,3.0
0.34782608695652173,0.2514496946319511,7.0
0.391304347826087,0.21099646415943427,14.0
0.43478260869565216,0.23927354548376725,10.0
0.4782608695652174,0.17269045323047247,12.0
0.5217391304347826,0.23386049501767917,17.0
0.5652173913043478,0.2447058823529412,13.0
0.6086956521739131,0.25773706203792995,16.0
0.6521739130434783,0.24885888781742205,13.0
0.6956521739130435,0.2652105432336869,23.0
0.7391304347826086,0.2976406300225008,24.0
0.782608695652174,0.3133944069431051,23.0
0.8260869565217391,0.270835744133719,24.0
0.8695652173913043,0.31453230472516874,34.0
0.9130434782608695,0.3180745740919319,61.0
0.9565217391304348,0.3138829958212793,86.0
1.0,0.3874284795885567,100.0
0.0,0.3670748955319833,104.0
0.043478260869565216,0.41234329797492764,77.0
0.08695652173913043,0.4183542269366763,59.0
0.13043478260869565,0.4126936676309868,49.0
0.17391304347826086,0.416300225008036,36.0
0.21739130434782608,0.3577177756348441,18.0
0.2608695652173913,0.3145290903246544,10.0
0.30434782608695654,0.23630022500803596,6.0
0.34782608695652173,0.20556734169077465,3.0
0.391304347826087,0.1992317582770813,12.0
0.43478260869565216,0.17456766313082606,14.0
0.4782608695652174,0.2079845708775313,13.0
0.5217391304347826,0.22327225972356152,13.0
0.5652173913043478,0.24,11.0
0.6086956521739131,0.2847958855673417,17.0
0.6521739130434783,0.30297653487624554,19.0
0.6956521739130435,0.2652105432336869,9.0
0.7391304347826086,0.30587592414014786,20.0
0.782608695652174,0.32398264223722273,20.0
0.8260869565217391,0.2978945676631308,28.0
0.8695652173913043,0.3192381870781099,24.0
0.9130434782608695,0.29807457409193183,36.0
0.9565217391304348,0.312706525233044,47.0
1.0,0.32507553841208614,72.0
0.0,0.27648666023786567,36.0
0.043478260869565216,0.31704918032786883,18.0
0.08695652173913043,0.33835422693667633,16.0
0.13043478260869565,0.36092896174863387,11.0
0.17391304347826086,0.3386531661845066,6.0
0.21739130434782608,0.3883060109289617,2.0
0.2608695652173913,0.38511732561877204,5.0
0.30434782608695654,0.45159434265509485,6.0
0.34782608695652173,0.3596849887495982,7.0
0.391304347826087,0.4839376406300225,8.0
0.43478260869565216,0.546332369013179,5.0
0.4782608695652174,0.4679845708775313,5.0
0.5217391304347826,0.5079781420765027,7.0
0.5652173913043478,0.5552941176470588,6.0
0.6086956521739131,0.5000900032144006,6.0
0.6521739130434783,0.5065059466409515,9.0
0.6956521739130435,0.513445837351334,16.0
0.7391304347826086,0.4835229829636773,20.0
0.782608695652174,0.5510414657666345,25.0
0.8260869565217391,0.614365155898425,31.0
0.8695652173913043,0.6215911282545804,18.0
0.9130434782608695,0.5357216329154613,24.0
0.9565217391304348,0.49976534876245576,29.0
1.0,0.5309578913532625,41.0
0.0,0.3647219543555127,20.0
0.043478260869565216,0.40057859209257474,17.0
0.08695652173913043,0.38776599164255865,13.0
0.13043478260869565,0.39034072645451623,9.0
0.17391304347826086,0.3974766955962713,3.0
0.21739130434782608,0.42948248151719703,1.0
0.2608695652173913,0.6427643844423014,2.0
0.30434782608695654,0.7821825779492123,8.0
0.34782608695652173,0.7608614593378334,1.0
0.391304347826087,0.9757023465123754,7.0
0.43478260869565216,0.8251558984249437,3.0
0.4782608695652174,0.778572806171649,4.0
0.5217391304347826,0.697389906782385,7.0
0.5652173913043478,1.0,7.0
0.6086956521739131,0.6577370620379299,10.0
0.6521739130434783,0.7888588878174221,10.0
0.6956521739130435,0.5663870138219222,11.0
0.7391304347826086,0.6129347476695597,10.0
0.782608695652174,0.6428061716489875,22.0
0.8260869565217391,0.642600450016072,40.0
0.8695652173913043,0.5462970106075217,19.0
0.9130434782608695,0.5416039858566377,20.0
0.9565217391304348,0.4280006428801028,32.0
1.0,0.40272259723561554,36.0
0.0,0.35413371906139507,29.0
0.043478260869565216,0.32999035679845706,19.0
0.08695652173913043,0.37364834458373514,18.0
0.13043478260869565,0.36563484410157504,10.0
0.17391304347826086,0.3727708132433301,4.0
0.21739130434782608,0.4306589521054323,3.0
0.2608695652173913,0.42982320797171325,8.0
0.30434782608695654,0.4292414014786242,9.0
0.34782608695652173,0.5455673416907747,3.0
0.391304347826087,0.5521729347476696,5.0
0.43478260869565216,0.5922147219543554,4.0
0.4782608695652174,0.5609257473481195,6.0
0.5217391304347826,0.47856637737062035,1.0
0.5652173913043478,0.528235294117647,9.0
0.6086956521739131,0.405972356155577,7.0
0.6521739130434783,0.4947412407585985,6.0
0.6956521739130435,0.4993281902925104,12.0
0.7391304347826086,0.4446994535519126,11.0
0.782608695652174,0.4828061716489875,14.0
0.8260869565217391,0.44142397942783673,25.0
0.8695652173913043,0.49100289296046284,24.0
0.9130434782608695,0.3968981035036966,32.0
0.9565217391304348,0.34447123111539696,45.0
1.0,0.3097814207650273,36.0
0.0,0.27648666023786567,38.0
0.043478260869565216,0.293519768563163,15.0
0.08695652173913043,0.33482481517197044,13.0
0.13043478260869565,0.3326936676309868,7.0
0.17391304347826086,0.3692414014786242,6.0
0.21739130434782608,0.3741883638701382,1.0
0.2608695652173913,0.3545290903246544,7.0
0.30434782608695654,0.3939472838315654,8.0
0.34782608695652173,0.4090967534554805,4.0
0.391304347826087,0.4274670523947284,5.0
0.43478260869565216,0.4792735454837672,4.0
0.4782608695652174,0.5597492767598843,6.0
0.5217391304347826,0.49386049501767915,7.0
0.5652173913043478,0.3847058823529412,12.0
0.6086956521739131,0.38832529733204757,12.0
0.6521739130434783,0.3594471231115397,12.0
0.6956521739130435,0.4075634844101575,6.0
0.7391304347826086,0.4035229829636773,7.0
0.782608695652174,0.4086885245901639,31.0
0.8260869565217391,0.3578945676631308,18.0
0.8695652173913043,0.375708775313404,33.0
0.9130434782608695,0.3086628093860495,27.0
0.9565217391304348,0.25976534876245577,29.0
1.0,0.2838990678238508,31.0
0.0,0.25295724847315976,24.0
0.043478260869565216,0.3029315332690453,18.0
0.08695652173913043,0.35129540340726456,16.0
0.13043478260869565,0.33739954998392796,10.0
0.17391304347826086,0.3515943426550948,7.0
0.21739130434782608,0.3459530697524911,4.0
0.2608695652173913,0.3862937962070073,4.0
0.30434782608695654,0.3998296367727419,5.0
0.34782608695652173,0.31968498874959816,5.0
0.391304347826087,0.35805528768884604,5.0
0.43478260869565216,0.4157441337190614,6.0
0.4782608695652174,0.4291610414657666,5.0
0.5217391304347826,0.43738990678238504,4.0
0.5652173913043478,0.38941176470588235,9.0
0.6086956521739131,0.3342076502732241,7.0
0.6521739130434783,0.3147412407585985,11.0
0.6956521739130435,0.3193281902925104,7.0
0.7391304347826086,0.3352876888460302,11.0
0.782608695652174,0.3333944069431051,17.0
0.8260869565217391,0.32848280295724847,27.0
0.8695652173913043,0.3098264223722276,31.0
0.9130434782608695,0.3333686917389907,50.0
0.9565217391304348,0.3432947605271616,55.0
1.0,0.3168402442944391,67.0
0.0,0.32354548376727743,83.0
0.043478260869565216,0.36175506268081004,62.0
0.08695652173913043,0.33482481517197044,27.0
0.13043478260869565,0.3750466088074574,24.0
0.17391304347826086,0.3480649308903889,19.0
0.21739130434782608,0.3306589521054323,13.0
0.2608695652173913,0.3192349726775956,9.0
0.30434782608695654,0.2786531661845066,9.0
0.34782608695652173,0.23968498874959818,10.0
0.391304347826087,0.23923175827708132,4.0
0.43478260869565216,0.24280295724847312,20.0
0.4782608695652174,0.2691610414657666,14.0
0.5217391304347826,0.3009193185470909,21.0
0.5652173913043478,0.2952941176470588,18.0
0.6086956521739131,0.285972356155577,16.0
0.6521739130434783,0.32532947605271617,15.0
0.6956521739130435,0.30050466088074573,24.0
0.7391304347826086,0.3317582770813243,30.0
0.782608695652174,0.24986499517839922,19.0
0.8260869565217391,0.2955416264866602,30.0
0.8695652173913043,0.32982642237222753,49.0
0.9130434782608695,0.2957216329154613,62.0
0.9565217391304348,0.3221182899389264,90.0
1.0,0.408604950176792,134.0
0.0,0.405898424943748,134.0
0.043478260869565216,0.42528447444551587,85.0
0.08695652173913043,0.4136483445837351,69.0
0.13043478260869565,0.3750466088074574,40.0
0.17391304347826086,0.37159434265509483,28.0
0.21739130434782608,0.38360012857602055,19.0
0.2608695652173913,0.31805850208936026,4.0
0.30434782608695654,0.2739472838315654,6.0
0.34782608695652173,0.29850851816136287,6.0
0.391304347826087,0.22981999357119895,5.0
0.43478260869565216,0.22162648666023782,8.0
0.4782608695652174,0.19857280617164894,12.0
0.5217391304347826,0.2256252009000321,16.0
0.5652173913043478,0.29058823529411765,19.0
0.6086956521739131,0.22597235615557698,16.0
0.6521739130434783,0.26650594664095145,23.0
0.6956521739130435,0.2440340726454516,13.0
0.7391304347826086,0.24822886531661845,15.0
0.782608695652174,0.3110414657666345,22.0
0.8260869565217391,0.2955416264866602,24.0
0.8695652173913043,0.3098264223722276,37.0
0.9130434782608695,0.3474863387978142,35.0
0.9565217391304348,0.272706525233044,42.0
1.0,0.3027225972356155,43.0
0.0,0.25766313082610093,27.0
0.043478260869565216,0.30175506268081,13.0
0.08695652173913043,0.33482481517197044,19.0
0.13043478260869565,0.34092896174863385,8.0
0.17391304347826086,0.3398296367727419,6.0
0.21739130434782608,0.37654130504660877,3.0
0.2608695652173913,0.34864673738347796,4.0
0.30434782608695654,0.42806493089038894,6.0
0.34782608695652173,0.3538026358084217,4.0
0.391304347826087,0.44629058180649306,4.0
0.43478260869565216,0.4498617807778849,4.0
0.4782608695652174,0.43857280617164895,8.0
0.5217391304347826,0.47503696560591446,4.0
0.5652173913043478,0.47058823529411764,7.0
0.6086956521739131,0.45891353262616524,11.0
0.6521739130434783,0.40062359369977496,10.0
0.6956521739130435,0.4252105432336869,8.0
0.7391304347826086,0.45293474766955966,12.0
0.782608695652174,0.4157473481195757,16.0
0.8260869565217391,0.442600450016072,16.0
0.8695652173913043,0.39923818707810993,30.0
0.9130434782608695,0.43689810350369657,27.0
0.9565217391304348,0.4244712311153969,39.0
1.0,0.40272259723561554,36.0
0.0,0.2929572484731598,33.0
0.043478260869565216,0.29469623915139825,18.0
0.08695652173913043,0.32776599164255865,8.0
0.13043478260869565,0.3279877852780456,8.0
0.17391304347826086,0.36335904853744777,6.0
0.21739130434782608,0.35889424622307936,4.0
0.2608695652173913,0.38394085503053677,3.0
0.30434782608695654,0.40571198971391836,7.0
0.34782608695652173,0.4314496946319511,5.0
0.391304347826087,0.3662905818064931,5.0
0.43478260869565216,0.4886853101896496,14.0
0.4782608695652174,0.49621986499517834,4.0
0.5217391304347826,0.44091931854709093,7.0
0.5652173913043478,0.5435294117647059,5.0
0.6086956521739131,0.49420765027322405,10.0
0.6521739130434783,0.4300353584056573,7.0
0.6956521739130435,0.441681131468981,12.0
0.7391304347826086,0.5305818064930891,15.0
0.782608695652174,0.3557473481195757,18.0
0.8260869565217391,0.4073063323690132,16.0
0.8695652173913043,0.39100289296046287,27.0
0.9130434782608695,0.34866280938604954,21.0
0.9565217391304348,0.3374124075859852,32.0
1.0,0.32860495017679203,27.0
0.0,0.29413371906139507,27.0
0.043478260869565216,0.31351976856316294,13.0
0.08695652173913043,0.3183542269366763,7.0
0.13043478260869565,0.345634844101575,6.0
0.17391304347826086,0.3610061073609772,4.0
0.21739130434782608,0.3859530697524911,5.0
0.2608695652173913,0.42041144326583085,3.0
0.30434782608695654,0.49159434265509483,5.0
0.34782608695652173,0.42439087110253937,3.0
0.391304347826087,0.4721729347476695,6.0
0.43478260869565216,0.5169206043072967,3.0
0.4782608695652174,0.5138669238187078,5.0
0.5217391304347826,0.46209578913532623,12.0
0.5652173913043478,0.49411764705882355,11.0
0.6086956521739131,0.5883252973320475,8.0
0.6521739130434783,0.49238829958212793,11.0
0.6956521739130435,0.5252105432336869,14.0
0.7391304347826086,0.46705239472838317,15.0
0.782608695652174,0.4686885245901639,11.0
0.8260869565217391,0.44024750883960145,28.0
0.8695652173913043,0.43806171648987463,28.0
0.9130434782608695,0.4733686917389907,25.0
0.9565217391304348,0.4350594664095146,41.0
1.0,0.3509578913532626,32.0
0.0,0.33413371906139505,27.0
0.043478260869565216,0.33116682738669234,18.0
0.08695652173913043,0.3465895210543234,8.0
0.13043478260869565,0.3738701382192221,7.0
0.17391304347826086,0.37041787206685955,8.0
0.21739130434782608,0.3718354226936676,4.0
0.2608695652173913,0.36982320797171325,3.0
0.30434782608695654,0.3986531661845066,5.0
0.34782608695652173,0.45027322404371584,5.0
0.391304347826087,0.4686435229829637,4.0
0.43478260869565216,0.5075088396014144,6.0
0.4782608695652174,0.5173963355834137,8.0
0.5217391304347826,0.540919318547091,8.0
0.5652173913043478,0.4,8.0
0.6086956521739131,0.4930311796849888,10.0
0.6521739130434783,0.44297653487624555,11.0
0.6956521739130435,0.44050466088074575,15.0
0.7391304347826086,0.40705239472838317,12.0
0.782608695652174,0.4404532304725169,19.0
0.8260869565217391,0.4073063323690132,18.0
0.8695652173913043,0.3204146576663452,15.0
0.9130434782608695,0.36278045644487306,29.0
0.9565217391304348,0.3291771134683381,50.0
1.0,0.3027225972356155,44.0
0.0,0.2447219543555127,26.0
0.043478260869565216,0.31587270973963355,15.0
0.08695652173913043,0.3018836387013822,14.0
0.13043478260869565,0.3315171970427515,8.0
0.17391304347826086,0.356300225008036,7.0
0.21739130434782608,0.3706589521054323,2.0
0.2608695652173913,0.33217614914818383,0.0
0.30434782608695654,0.3798296367727419,11.0
0.34782608695652173,0.33027322404371584,3.0
0.391304347826087,0.3945258759241401,7.0
0.43478260869565216,0.346332369013179,9.0
0.4782608695652174,0.3479845708775313,6.0
0.5217391304347826,0.44091931854709093,6.0
