lon,lat
-74.08832120000001,40.64698872
-74.08274134,40.64698872
-74.07716148,40.64698872
-74.18317882000001,40.6427957
-74.17759896,40.6427957
-74.1720191,40.6427957
-74.16085938,40.6427957
-74.11064064,40.6427957
-74.10506078,40.6427957
-74.09948092,40.6427957
-74.09390106000001,40.6427957
-74.08832120000001,40.6427957
-74.08274134,40.6427957
-74.07716148,40.6427957
-74.18875868,40.63860268
-74.18317882000001,40.63860268
-74.17759896,40.63860268
-74.1720191,40.63860268
-74.16643924,40.63860268
-74.1441198,40.63860268
-74.13853994,40.63860268
-74.13296008,40.63860268
-74.12738022,40.63860268
-74.12180036000001,40.63860268
-74.1162205,40.63860268
-74.11064064,40.63860268
-74.10506078,40.63860268
-74.09948092,40.63860268
-74.09390106000001,40.63860268
-74.08832120000001,40.63860268
-74.08274134,40.63860268
-74.07716148,40.63860268
-74.19433854,40.63440966
-74.18875868,40.63440966
-74.18317882000001,40.63440966
-74.17759896,40.63440966
-74.1720191,40.63440966
-74.16643924,40.63440966
-74.16085938,40.63440966
-74.15527952000001,40.63440966
-74.14969966000001,40.63440966
-74.1441198,40.63440966
-74.13853994,40.63440966
-74.13296008,40.63440966
-74.12738022,40.63440966
-74.12180036000001,40.63440966
-74.1162205,40.63440966
-74.11064064,40.63440966
-74.10506078,40.63440966
-74.09948092,40.63440966
-74.09390106000001,40.63440966
-74.08832120000001,40.63440966
-74.08274134,40.63440966
-74.07716148,40.63440966
-74.1999184,40.63021664
-74.19433854,40.63021664
-74.18875868,40.63021664
-74.18317882000001,40.63021664
-74.17759896,40.63021664
-74.1720191,40.63021664
-74.16643924,40.63021664
-74.16085938,40.63021664
-74.15527952000001,40.63021664
-74.14969966000001,40.63021664
-74.1441198,40.63021664
-74.13853994,40.63021664
-74.13296008,40.63021664
-74.12738022,40.63021664
-74.12180036000001,40.63021664
-74.1162205,40.63021664
-74.11064064,40.63021664
-74.10506078,40.63021664
-74.09948092,40.63021664
-74.09390106000001,40.63021664
-74.08832120000001,40.63021664
-74.08274134,40.63021664
-74.07716148,40.63021664
-74.1999184,40.62602362
-74.19433854,40.62602362
-74.18875868,40.62602362
-74.18317882000001,40.62602362
-74.17759896,40.62602362
-74.1720191,40.62602362
-74.16643924,40.62602362
-74.16085938,40.62602362
-74.15527952000001,40.62602362
-74.14969966000001,40.62602362
-74.1441198,40.62602362
-74.13853994,40.62602362
-74.13296008,40.62602362
-74.12738022,40.62602362
-74.12180036000001,40.62602362
-74.1162205,40.62602362
-74.11064064,40.62602362
-74.10506078,40.62602362
-74.09948092,40.62602362
-74.09390106000001,40.62602362
-74.08832120000001,40.62602362
-74.08274134,40.62602362
-74.07716148,40.62602362
-74.1999184,40.6218306
-74.19433854,40.6218306
-74.18875868,40.6218306
-74.18317882000001,40.6218306
-74.17759896,40.6218306
-74.1720191,40.6218306
-74.16643924,40.6218306
-74.16085938,40.6218306
-74.15527952000001,40.6218306
-74.14969966000001,40.6218306
-74.1441198,40.6218306
-74.13853994,40.6218306
-74.13296008,40.6218306
-74.12738022,40.6218306
-74.12180036000001,40.6218306
-74.1162205,40.6218306
-74.11064064,40.6218306
-74.10506078,40.6218306
-74.09948092,40.6218306
-74.09390106000001,40.6218306
-74.08832120000001,40.6218306
-74.08274134,40.6218306
-74.07716148,40.6218306
-74.07158162,40.6218306
-74.1999184,40.61763758
-74.19433854,40.61763758
-74.18875868,40.61763758
-74.18317882000001,40.61763758
-74.17759896,40.61763758
-74.1720191,40.61763758
-74.16643924,40.61763758
-74.16085938,40.61763758
-74.15527952000001,40.61763758
-74.14969966000001,40.61763758
-74.1441198,40.61763758
-74.13853994,40.61763758
-74.13296008,40.61763758
-74.12738022,40.61763758
-74.12180036000001,40.61763758
-74.1162205,40.61763758
-74.11064064,40.61763758
-74.10506078,40.61763758
-74.09948092,40.61763758
-74.09390106000001,40.61763758
-74.08832120000001,40.61763758
-74.08274134,40.61763758
-74.07716148,40.61763758
-74.07158162,40.61763758
-74.06600176,40.61763758
-74.1999184,40.61344456
-74.19433854,40.61344456
-74.18875868,40.61344456
-74.18317882000001,40.61344456
-74.17759896,40.61344456
-74.1720191,40.61344456
-74.16643924,40.61344456
-74.16085938,40.61344456
-74.15527952000001,40.61344456
-74.14969966000001,40.61344456
-74.1441198,40.61344456
-74.13853994,40.61344456
-74.13296008,40.61344456
-74.12738022,40.61344456
-74.12180036000001,40.61344456
-74.1162205,40.61344456
-74.11064064,40.61344456
-74.10506078,40.61344456
-74.09948092,40.61344456
-74.09390106000001,40.61344456
-74.08832120000001,40.61344456
-74.08274134,40.61344456
-74.07716148,40.61344456
-74.07158162,40.61344456
-74.06600176,40.61344456
-74.1999184,40.60925154
-74.19433854,40.60925154
-74.18875868,40.60925154
-74.18317882000001,40.60925154
-74.17759896,40.60925154
-74.1720191,40.60925154
-74.16643924,40.60925154
-74.16085938,40.60925154
-74.15527952000001,40.60925154
-74.14969966000001,40.60925154
-74.1441198,40.60925154
-74.13853994,40.60925154
-74.13296008,40.60925154
-74.12738022,40.60925154
-74.12180036000001,40.60925154
-74.1162205,40.60925154
-74.11064064,40.60925154
-74.10506078,40.60925154
-74.09948092,40.60925154
-74.09390106000001,40.60925154
-74.08832120000001,40.60925154
-74.08274134,40.60925154
-74.07716148,40.60925154
-74.07158162,40.60925154
-74.06600176,40.60925154
-74.06042190000001,40.60925154
-74.1999184,40.60505852
-74.19433854,40.60505852
-74.18875868,40.60505852
-74.18317882000001,40.60505852
-74.17759896,40.60505852
-74.1720191,40.60505852
-74.16643924,40.60505852
-74.16085938,40.60505852
-74.15527952000001,40.60505852
-74.14969966000001,40.60505852
-74.1441198,40.60505852
-74.13853994,40.60505852
-74.13296008,40.60505852
-74.12738022,40.60505852
-74.12180036000001,40.60505852
-74.1162205,40.60505852
-74.11064064,40.60505852
-74.10506078,40.60505852
-74.09948092,40.60505852
-74.09390106000001,40.60505852
-74.08832120000001,40.60505852
-74.08274134,40.60505852
-74.07716148,40.60505852
-74.07158162,40.60505852
-74.06600176,40.60505852
-74.06042190000001,40.60505852
-74.05484204000001,40.60505852
-74.19433854,40.6008655
-74.18875868,40.6008655
-74.18317882000001,40.6008655
-74.17759896,40.6008655
-74.1720191,40.6008655
-74.16643924,40.6008655
-74.16085938,40.6008655
-74.15527952000001,40.6008655
-74.14969966000001,40.6008655
-74.1441198,40.6008655
-74.13853994,40.6008655
-74.13296008,40.6008655
-74.12738022,40.6008655
-74.12180036000001,40.6008655
-74.1162205,40.6008655
-74.11064064,40.6008655
-74.10506078,40.6008655
-74.09948092,40.6008655
-74.09390106000001,40.6008655
-74.08832120000001,40.6008655
-74.08274134,40.6008655
-74.07716148,40.6008655
-74.07158162,40.6008655
-74.06600176,40.6008655
-74.06042190000001,40.6008655
-74.05484204000001,40.6008655
-74.19433854,40.59667248
-74.18875868,40.59667248
-74.18317882000001,40.59667248
-74.17759896,40.59667248
-74.1720191,40.59667248
-74.16643924,40.59667248
-74.16085938,40.59667248
-74.15527952000001,40.59667248
-74.14969966000001,40.59667248
-74.1441198,40.59667248
-74.13853994,40.59667248
-74.13296008,40.59667248
-74.12738022,40.59667248
-74.12180036000001,40.59667248
-74.1162205,40.59667248
-74.11064064,40.59667248
-74.10506078,40.59667248
-74.09948092,40.59667248
-74.09390106000001,40.59667248
-74.08832120000001,40.59667248
-74.08274134,40.59667248
-74.07716148,40.59667248
-74.07158162,40.59667248
-74.06600176,40.59667248
-74.06042190000001,40.59667248
-74.1999184,40.59247946
-74.19433854,40.59247946
-74.18875868,40.59247946
-74.18317882000001,40.59247946
-74.17759896,40.59247946
-74.1720191,40.59247946
-74.16643924,40.59247946
-74.16085938,40.59247946
-74.15527952000001,40.59247946
-74.14969966000001,40.59247946
-74.1441198,40.59247946
-74.13853994,40.59247946
-74.13296008,40.59247946
-74.12738022,40.59247946
-74.12180036000001,40.59247946
-74.1162205,40.59247946
-74.11064064,40.59247946
-74.10506078,40.59247946
-74.09948092,40.59247946
-74.09390106000001,40.59247946
-74.08832120000001,40.59247946
-74.08274134,40.59247946
-74.07716148,40.59247946
-74.07158162,40.59247946
-74.06600176,40.59247946
-74.1999184,40.588286440000005
-74.19433854,40.588286440000005
-74.18875868,40.588286440000005
-74.18317882000001,40.588286440000005
-74.17759896,40.588286440000005
-74.1720191,40.588286440000005
-74.16643924,40.588286440000005
-74.16085938,40.588286440000005
-74.15527952000001,40.588286440000005
-74.14969966000001,40.588286440000005
-74.1441198,40.588286440000005
-74.13853994,40.588286440000005
-74.13296008,40.588286440000005
-74.12738022,40.588286440000005
-74.12180036000001,40.588286440000005
-74.1162205,40.588286440000005
-74.11064064,40.588286440000005
-74.10506078,40.588286440000005
-74.09948092,40.588286440000005
-74.09390106000001,40.588286440000005
-74.08832120000001,40.588286440000005
-74.08274134,40.588286440000005
-74.07716148,40.588286440000005
-74.07158162,40.588286440000005
-74.06600176,40.588286440000005
-74.1999184,40.58409342
-74.19433854,40.58409342
-74.18875868,40.58409342
-74.18317882000001,40.58409342
-74.17759896,40.58409342
-74.1720191,40.58409342
-74.16643924,40.58409342
-74.16085938,40.58409342
-74.15527952000001,40.58409342
-74.14969966000001,40.58409342
-74.1441198,40.58409342
-74.13853994,40.58409342
-74.13296008,40.58409342
-74.12738022,40.58409342
-74.12180036000001,40.58409342
-74.1162205,40.58409342
-74.11064064,40.58409342
-74.10506078,40.58409342
-74.09948092,40.58409342
-74.09390106000001,40.58409342
-74.08832120000001,40.58409342
-74.08274134,40.58409342
-74.07716148,40.58409342
-74.07158162,40.58409342
-74.20549826,40.5799004
-74.1999184,40.5799004
-74.19433854,40.5799004
-74.18875868,40.5799004
-74.18317882000001,40.5799004
-74.17759896,40.5799004
-74.1720191,40.5799004
-74.16643924,40.5799004
-74.16085938,40.5799004
-74.15527952000001,40.5799004
-74.14969966000001,40.5799004
-74.1441198,40.5799004
-74.13853994,40.5799004
-74.13296008,40.5799004
-74.12738022,40.5799004
-74.12180036000001,40.5799004
-74.1162205,40.5799004
-74.11064064,40.5799004
-74.10506078,40.5799004
-74.09948092,40.5799004
-74.09390106000001,40.5799004
-74.08832120000001,40.5799004
-74.08274134,40.5799004
-74.07716148,40.5799004
-74.05484204000001,40.5799004
-74.20549826,40.575707380000004
-74.1999184,40.575707380000004
-74.19433854,40.575707380000004
-74.18875868,40.575707380000004
-74.18317882000001,40.575707380000004
-74.17759896,40.575707380000004
-74.1720191,40.575707380000004
-74.16643924,40.575707380000004
-74.16085938,40.575707380000004
-74.15527952000001,40.575707380000004
-74.14969966000001,40.575707380000004
-74.1441198,40.575707380000004
-74.13853994,40.575707380000004
-74.13296008,40.575707380000004
-74.12738022,40.575707380000004
-74.12180036000001,40.575707380000004
-74.1162205,40.575707380000004
-74.11064064,40.575707380000004
-74.10506078,40.575707380000004
-74.09948092,40.575707380000004
-74.09390106000001,40.575707380000004
-74.08832120000001,40.575707380000004
-74.08274134,40.575707380000004
-74.20549826,40.57151436
-74.1999184,40.57151436
-74.19433854,40.57151436
-74.18875868,40.57151436
-74.18317882000001,40.57151436
-74.17759896,40.57151436
-74.1720191,40.57151436
-74.16643924,40.57151436
-74.16085938,40.57151436
-74.15527952000001,40.57151436
-74.14969966000001,40.57151436
-74.1441198,40.57151436
-74.13853994,40.57151436
-74.13296008,40.57151436
-74.12738022,40.57151436
-74.12180036000001,40.57151436
-74.1162205,40.57151436
-74.11064064,40.57151436
-74.10506078,40.57151436
-74.09948092,40.57151436
-74.09390106000001,40.57151436
-74.08832120000001,40.57151436
-74.20549826,40.56732134
-74.1999184,40.56732134
-74.19433854,40.56732134
-74.18875868,40.56732134
-74.18317882000001,40.56732134
-74.17759896,40.56732134
-74.1720191,40.56732134
-74.16643924,40.56732134
-74.16085938,40.56732134
-74.15527952000001,40.56732134
-74.14969966000001,40.56732134
-74.1441198,40.56732134
-74.13853994,40.56732134
-74.13296008,40.56732134
-74.12738022,40.56732134
-74.12180036000001,40.56732134
-74.1162205,40.56732134
-74.11064064,40.56732134
-74.10506078,40.56732134
-74.09948092,40.56732134
-74.09390106000001,40.56732134
-74.21107812000001,40.563128320000004
-74.20549826,40.563128320000004
-74.1999184,40.563128320000004
-74.19433854,40.563128320000004
-74.18875868,40.563128320000004
-74.18317882000001,40.563128320000004
-74.17759896,40.563128320000004
-74.1720191,40.563128320000004
-74.16643924,40.563128320000004
-74.16085938,40.563128320000004
-74.15527952000001,40.563128320000004
-74.14969966000001,40.563128320000004
-74.1441198,40.563128320000004
-74.13853994,40.563128320000004
-74.13296008,40.563128320000004
-74.12738022,40.563128320000004
-74.12180036000001,40.563128320000004
-74.1162205,40.563128320000004
-74.11064064,40.563128320000004
-74.10506078,40.563128320000004
-74.09948092,40.563128320000004
-74.21107812000001,40.5589353
-74.20549826,40.5589353
-74.1999184,40.5589353
-74.19433854,40.5589353
-74.18875868,40.5589353
-74.18317882000001,40.5589353
-74.17759896,40.5589353
-74.1720191,40.5589353
-74.16643924,40.5589353
-74.16085938,40.5589353
-74.15527952000001,40.5589353
-74.14969966000001,40.5589353
-74.1441198,40.5589353
-74.13853994,40.5589353
